"Story","Title","Result","Date","Stability","Duration (s)"
"register test on demoPage.com","As a ""<description>"" I want to get corresponding web validation ""<message>""","SUCCESS","2024-12-04T12:42:03.3431106-05:00[America/Bogota]","0.0","54.42"
"register test on sanangelcom","As a ""<description>"" I want to get corresponding web validation ""<message>""","SUCCESS","2024-12-04T12:49:59.7197818-05:00[America/Bogota]","0.0","103.27"
